geometry,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,amenity,health_facility:type,health_specialty:dentistry,healthcare,medical_system:western,office,operator,description,level,name,opening_hours,wheelchair,phone,toilets:wheelchair,website,contact:website,contact:email,contact:fax,contact:phone,check_date:opening_hours,check_date,email,fax,healthcare:speciality,air_conditioning,internet_access,internet_access:fee,payment:bank_transfer,payment:cash,payment:credit_cards,payment:debit_cards,payment:paypal,source,toilets,entrance,opening_hours:signed,wheelchair:description,emergency,name:de,name:en,payment:contactless,start_date,disused:name,disused:office,note,addr:city:fa,addr:housename,alt_name,short_name,shop,addr:floor,brand,brand:wikidata,cash_withdrawal:operator,branch,counselling_type:nutrition,provided_for:boy,provided_for:girl,addr:place,source:date,url,payment:cards,payment:girocard,opening_hours:note:de,payment:mastercard,payment:visa,fixme,name:ja,payment:insurance,payment:invoice,contact:facebook,contact:instagram,noname,smoking,health_specialty:oral_surgery,health_specialty:orthodontics,health_specialty:periodontology,language:ar,wikimedia_commons,survey:date,craft,opening_hours:covid19,addr:inclusion,language:tr,kids_area:indoor,name:vi,whatsapp,check_date:currency:XBT,currency:XBT,payment:lightning,payment:lightning_contactless,payment:onchain,name:signed,building,building:levels,roof:shape,type
POINT (13.3204628 52.4887208),Berlin,DE,23,10717,Fechnerstraße,Wilmersdorf,dentist,,,dentist,,,Christine Voslamber,,,Voslamber Praxis für Kieferorthopädie,,,,,https://kieferorthopaede-in-berlin.de,,,,,,2024-07-30,,,orthodontics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3220319 52.4877909),Berlin,DE,9,10717,Gasteiner Straße,Wilmersdorf,dentist,,,dentist,,,Dr. Holle Schöne;Michael Pieper,,,,,,,,http://www.zahnarztpraxis-wilmersdorf.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3415963 52.4626999),Berlin,DE,29,12157,Sachsenwaldstraße,Steglitz,dentist,,,dentist,,,,,,Hans-Peter Fusenig,"Mo,Tu,Th 09:00-13:00, Mo,We 14:00-18:00, Tu,Th 14:00-19:00, Fr 09:00-14:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.457254 52.5319059),,,,,,,dentist,,,dentist,,,,,,Dr. Antje Lindhammer,,,,,https://www.dr-lindhammer.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3427458 52.4474077),,,,,,,dentist,,,dentist,,,,Fr./Sa. nach Vereinbarung,,Dr. Dieter Hankel/ Dr. Bettina Heukenkamp,"Mo-Th 09:00-12:00, 14:00-19:00",,+49 30 79404075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3422139 52.4472213),Berlin,DE,70,12167,Albrechtstraße,Steglitz,dentist,,,dentist,,,,,,Faire Dentaire Dr. Ladwig,"Mo, Tu, Th, Fr 07:00-19:00; Tu 08:00-19:00; Sa 10:00-14:00",,,,,http://www.fairedentaire.de,,,+49 30 7953559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.5543173 52.5138251),Berlin,DE,2,12683,Oberfeldstraße,Biesdorf,dentist,office,,dentist,yes,,,,,Kieferorthopädie Korb,"Mo-Th 08:00-13:00,14:00-18:00; Fr ""nach Vereinbarung""; PH off",yes,,,,https://kieferorthopaedie-berlin-biesdorf.de,info@kieferorthopaedie-korb.de,+49 30 549798019,+49 30 54979800,,,,,orthodontics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,
POINT (13.4933738 52.5490305),Berlin,DE,14,13053,Sabinensteig,Alt-Hohenschönhausen,dentist,,,dentist,,,Dr. Kristina Latt,,,Zahnarztpraxis Dr. Kristina Latt,"Mo 07:30-10:30,11:30-14:30; Tu 09:30-12:30,13:30-16:30; We-Th 12:30-15:00,16:00-19:00; Fr 08:00-14:00",,,,,https://www.zahnarztpraxis-latt.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4933777 52.6365143),,,28,,Wiltbergstraße,,dentist,,,dentist,,,,,,Dr. Miethe,"Mo 08:00-18:00; Tu, Th 08:00-20:00; We 08:00-13:00",,+49 30 9492173,,https://www.zahnarzt-miethe.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4432818 52.4839078),Berlin,DE,14,12045,Wildenbruchstraße,Neukölln,dentist,,,dentist,,,Babette Kohlbach,,,Praxis für Zahnmedizin,"Mo 09:00-16:00; Tu,Th 09:00-18:30; We 09:00-14:00; Fr 09:00-13:00",no,,,,,,+49 30 6861127,+49 30 6872215,,2022-05-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3814011 52.5527179),Berlin,DE,89-90,13357,Prinzenallee,Gesundbrunnen,dentist,,,dentist,,,Zahnklinik MEDECO Berlin-Dahlem GmbH & Co.KG,Notdienst,5,MVZ Medeco,Mo-Fr 07:00-24:00; Sa-Su 07:00-21:00,yes,,,,https://www.mvzmedeco.berlin/standort-wedding,,,,,2025-04-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3855225 52.4453328),Berlin,DE,82,12109,Mariendorfer Damm,Mariendorf,dentist,,,dentist,,,,,,Rubby Akhionbare;Sofia Friedel-Römer,,,,,https://zahnarzt-mariendorf.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.385438 52.4457697),Berlin,DE,78,12109,Mariendorfer Damm,Mariendorf,dentist,,,dentist,,,,,,Goncy Geyik,"Mo 08:00-18:00; Tu 09:00-18:00; We,Fr 08:00-12:00; Th 09:00-18:00",,,,https://www.praxisgeyik.de/,,,,,2025-03-26,2025-03-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4338884 52.4689868),Berlin,DE,26,12051,Emser Straße,Neukölln,dentist,,,dentist,,,Gohdarz Hajo; Cheirko Hajo,,,Gohdarz Hajo und Cheirko Hajo,"Mo,Tu,Th 09:00-18:00; We,Fr 09:00-15:00",,,,,,,,+49 30 62845859,2023-11-15,2024-11-07,,,paediatric_dentistry;endodontics;bleaching,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3254514 52.4552763),Berlin,DE,12,12167,Albrechtstraße,Steglitz,dentist,,,dentist,,,,,,Maziar Fazeli,Mo-Fr 10:00-18:00; Sa 10:00-16:00,,,,https://www.kieferorthopädie-berlin-steglitz.de/,,,,,,,,,orthodontics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.437459 52.4561475),Berlin,DE,73,12347,Britzer Damm,Britz,dentist,,,dentist,,,Alexander Gebhardt;Lea Landgraf;Mohammed Al-Ghrairi;Bernd Möhrke;Sylvia Rehse,,,Fachzahnarztpraxis für Oralchirurgie Implantologie,"Mo,Tu,Th 09:00-17:00; We,Fr 09:00-12:00",yes,,,,,,,+49 30 6066088,2023-06-26,2022-06-22,,,oral_surgery;implantology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4352758 52.4806113),Berlin,DE,88,12043,Karl-Marx-Straße,Neukölln,dentist,,,dentist,,,Alexander Nachimowski,,3,Zahnarzt Alexander Nachimowski,"Mo,Tu,Th 09:00-13:00, 14:00-18:00; We 12:00-20:00; Fr 09:00-14:00; Sa open ""nach Vereinbarung""",no,,,,,,,+49 30 6813819,,2025-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3716204 52.4471766),Berlin,DE,35,12105,Gersdorfstraße,Mariendorf,dentist,,,dentist,,,,,,,,,,,,,,,,,2023-08-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4393111 52.4758899),Berlin,DE,156,12043,Karl-Marx-Straße,Neukölln,dentist,,,dentist,,,,,1,Peter Völkel,Mo-Th 08:00-19:00; Fr 08:00-14:00,,,,,https://www.neukoelln-zahnaerzte.de/,,,+49 30 6812852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4450962 52.461198),Berlin,DE,5,12347,Jahnstraße,Britz,dentist,,,dentist,,,Stephan York Kledzik,,,Stephan York Kledzik,"Mo-Fr 09:00-12:00, Mo,Tu,Th 16:00-18:00, Fr 14:00-16:00",,,,,,,,+49 30 6841980,,2022-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.1983096 52.5320864),,,34-35,,Klosterstraße,,dentist,,,dentist,,,,,,Zahnarztpraxis Dr. Andreas Nietzold und Sibylle Reimers,Mo-Fr 09:00-13:00; Mo-Th 14:00-18:00,,+49303313423,,https://www.zahnarztpraxis-nietzold-reimers.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4786589 52.5161324),Berlin,,111,10367,Möllendorffstraße,,dentist,office,main,dentist,yes,physician,Dipl.-Stom. Kirsten Frenzel,,4,Zahnarztpraxis,"Mo,Th,Fr 08:00-13:00,Tu,We 08:00-19:00||""nach Vereinbarung""; PH off",,+49 30 5533127,,,,,,,,,,+49 30 46094017,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,exact position,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.6149878 52.5415317),Berlin,,10,12627,Oschatzer Ring,,dentist,,,dentist,,,,,1,Zahnarztpraxis Nancy Mallkowsky,,,+49309918065,,https://zahnaerztin-hellersdorf.de/,,,,,,,info@zahnaerztin-hellersdorf.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3068568 52.5069808),Berlin,,112,10627,Wilmersdorfer Straße,,dentist,,,dentist,,,,,0,Dentalzentrum Plus,"Mo-Fr 08:00-20:00; Sa,Su,PH off",,+49308560940,,https://dentalzentrumplus.de/standorte/charlottenburg/,,,,,2025-12-13,2025-12-13,,,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3796416 52.5335419),Berlin,DE,38,10115,Chausseestraße,Mitte,dentist,,,dentist,,,,,,Zahnärzte Feuerlandhöfe,Mo-Th 09:00-19:00; Fr 09:00-14:00,yes,,,,https://www.feuerlandhoefe.de/,info@feuerlandhoefe.de,,+49 30 55518310,,,,,general;endodontics;implantology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4173358 52.5476374),Berlin,DE,4,10437,Gethsemanestraße,Prenzlauer Berg,dentist,,,dentist,,,,,,Zahnarztpraxis Christine Rexer,Mo 11:30-19:00; Tu 09:30-16:00; We 08:00-13:00; Th 10:00-18:00; Fr 08:00-12:00,,,,,http://rexer.dental,info@rexer.dental,,+49 30 4484080,,2024-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,actual,,,,,,,,,,,,,,
POINT (13.4144691 52.5479839),Berlin,DE,80,10437,Stargarder Straße,Prenzlauer Berg,dentist,,,dentist,,,,,,Zahnarztpraxis Wenk,"Mo,We-Th 08:30-18:00; Tu 08:30-14:00; Fr 08:30-12:00",,,,,https://www.zahnarztpraxis-wenk.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3287725 52.5319428),Berlin,DE,39,10553,Beusselstraße,Moabit,dentist,,,dentist,,,,,1,Zahnärztin Sigrid Weigl,,,,,,https://www.zahnarzt-weigl.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.1459941 52.5408259),,,1,13591,Kirchplatz,Staaken,dentist,,,dentist,,,,,,Apodontos MVZ,"Mo 10:00-18:00; Tu, Th 08:00-16:00",,+49303662352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3397166 52.46115),Berlin,,66,12157,Bismarckstraße,,dentist,,,dentist,,,,,,Zahnarztpraxis Georg und Antje Possekel,"Mo,We-Fr 08:30-12:30,14:30-18:30, Tu,Fr 08:30-12:30",,+49307966129,,https://www.zahn-arzt.berlin/,,,,,,,info@zahn-arzt.berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3450602 52.4374635),,,,,,,dentist,,,dentist,,,,,,Lidija Dejanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4143412 52.5473777),Berlin,DE,3,10437,Stargarder Straße,Prenzlauer Berg,dentist,,,dentist,,,,,,Uta Berndt,"Mo,We,Fr 08:00-14:00; Tu,Th 13:00-20:00",,,,,https://www.dr-uta-berndt.de/,,,+49 30 4458507,2024-03-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3129476 52.6186491),Berlin,DE,7A,13467,Auguste-Viktoria-Straße,Hermsdorf,dentist,,,dentist,,,,,,Zahnarzt Christian Vogt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4289345 52.5330685),Berlin,,205,10405,Greifswalder Straße,Prenzlauer Berg,dentist,,,dentist,,,,,,Zahnarzt Mario Fleischer & Partner,"Mo 09:00-15:00; Tu-We 09:00-14:00,15:00-19:00; Th 09:00-17:00,18:00-20:00; Fr 09:00-14:00,15:00-18:00; Sa 09:00-14:00",yes,+49 30 814785741,,,,,,,2025-01-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3323162 52.4529516),,,99,,Albrechtrstraße,,dentist,,,dentist,,,,,,99 Zahnspangen,Mo-Th 09:00-18:00; Fr 08:00-13:00,,+49 30 397988210,,https://www.kieferorthopaede-steglitz.berlin/,,,,,2025-05-04,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.195133 52.5299874),Berlin,,18,13581,Klosterstraße,Spandau,dentist,,,dentist,,,MEDECO GmbH,,,Zahnklinik Medeco,"Mo-Fr 07:00 - 21:00; Sa,Su 09:00-18:00",no,,,,https://www.medeco.de/zahnarzt-berlin/spandau/,,,+49 30 3519410,,,,,dental_oral_maxillo_facial_surgery;stomatology,,,,,,,,,,,,,,,,,,,,,,,,Medizinisches Versorgungszentrum Medeco Berlin,MVZ Medeco Berlin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4248843 52.5324113),Berlin,,27,10405,Immanuelkirchstraße,Prenzlauer Berg,dentist,,,dentist,,,,,0,Jia-Li Chen,"Mo 14:00-19:00; Tu 09:00-12:00,14:00-16:00; We,Th 09:00-12:00,14:00-18:00; Fr 09:00-12:00",limited,,,,,,,,,,,,orthodontics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4284566 52.5327632),Berlin,,207 B,10405,Greifswalder Straße,Prenzlauer Berg,dentist,,,dentist,,,,,1,Holger Menz / Frank Strahlendorf,Mo-Th 08:00-19:00; Fr 08:00-17:00,,+49 30 4426621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.371927 52.5421937),Berlin,,12,13347,Schönwalder Straße,,dentist,,,dentist,,,,,0,Schrinner-KFO,"Mo,We,Fr 09:00-12:00,13:00-18:00; Tu,Th 10:00-13:00,14:00-19:00",no,+49 30 4 61 81 54,,https://www.schrinner-koenig.de/,,,,,2024-12-14,2024-12-14,,,orthodontics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3262165 52.4667869),Berlin,DE,19,12161,Büsingstraße,Friedenau,dentist,,,dentist,,,,,,Uta Köpke,"Mo,Tu,Th 10:00-12:00, 14:00-18:00; We, Fr ""nach Vereinbarung""",,,,,,,,+49 30 85999603,,,,,orthodontics,,,,,,,,,Geoportal Berlin / Hauskoordinaten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.356226 52.486409),Berlin,DE,21,10827,Hauptstraße,Schöneberg,dentist,,,dentist,,,,,1,M. Simsek,"Mo,Tu,Th 09:00-12:00,14:00-16:00; Fr 09:00-13:00",,,,,,,,+49 30 78703550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,
POINT (13.357967 52.4874431),Berlin,DE,147,10827,Hauptstraße,Schöneberg,dentist,,,dentist,,,Gavriil Moutsidis,,,Zahnarztpraxis Moutsidis,"Mo,We 09:00-15:00; Tu 09:00-13:00,14:00-19:00; Th 09:00-13:00,14:00-20:00; Fr 09:00-13:00,14:00-18:00",,+49 30 7824084,,https://www.zahndoktor-berlin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.instagram.com/zahnarztpraxismoutsidis/,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3580631 52.4888486),Berlin,DE,1,10823,Vorbergstraße,Schöneberg,dentist,,,dentist,,,Susanne Spilker,,,Zahnarztpraxis Susanne Spilker,,,,,,https://www.zahnarztpraxis-spilker.de/,,,,2023-05-23,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.355248 52.4893637),Berlin,DE,8,10823,Vorbergstraße,Schöneberg,dentist,,,dentist,,,Dr. Andreas Telschow,,,Doc T,"""Termine nach Vereinbarung""",,,,http://www.doct-zahnarzt.de/,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3406007 52.4879685),Berlin,DE,58,10825,Innsbrucker Straße,Schöneberg,dentist,,,dentist,,,Erika Hink,,,,,,,,https://www.dr-hink.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3844306 52.4687911),,,76-80,12103,Ringbahnstraße,,dentist,,,dentist,,,,,,Tempeldent,Mo-Th 09:00-20:00; We 09:00-15:00; Fr 09:00-14:00,yes,+49 30 26399080,,https://www.tempeldent.de/,,,,,,,,,,,,,,,,,,,,,,,,Tempeldent,Tempeldent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3278529 52.4869395),Berlin,DE,18,10715,Berliner Straße,Wilmersdorf,dentist,,,dentist,,,,,3,B. Fadel,,,,,https://www.berliner-kieferorthopaede.de/,,,,,,,,,orthodontics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4974013 52.512084),Berlin,,245,10365,Frankfurter Allee,,dentist,,,dentist,,,,,,Zahnarztpraxis Steinberg,,,,,https://www.zahnarztpraxis-steinberg.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3176255 52.460213),Berlin,DE,38,12163,Muthesiusstraße,Steglitz,dentist,,,dentist,,,,,,Felix Stukenborg,"""nach Vereinbarung""",,,,https://praxis-stukenborg.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4401505 52.5052373),,,,,,,dentist,,,dentist,,,,,,Zahn33,Mo-Fr 08:00-20:00,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3266396 52.4977746),,,,,,,dentist,,,dentist,,,,,,Med Aesthetico,"Mo,Tu,Th 11:00-19:00; We,Fr 09:00-15:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4636127 52.4332076),,,,,,,dentist,,,dentist,,,,,,Helena Ritter,"Tu,We,Fr 09:00-12:00, Mo 13:00-18:00, We 15:00-18:00, Th 09:00-14:00",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4048324 52.5514931),Berlin,,19,10439,Schivelbeiner Straße,,dentist,,,dentist,,,Heike Panescu,,,Familienzahnmedizin Prenzlauer Berg,Mo-Tu 12:00-20:00; We 08:00-14:00; Th 07:00-14:00; Fr 08:00-12:30,,+49 30 67891875,,https://zahnarztpraxis-panescu.de/,,,,,,,info@zahnarzt-prenzlauerberg.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3673022 52.5318526),,,14,,Heidestraße,,dentist,,,dentist,,,,,,Berlin Smile,Mo-Fr 08:00-20:00,limited,,,,,,,,2025-05-10,2025-05-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3602904 52.489992),Berlin,DE,160,10827,Hauptstraße,Schöneberg,dentist,,,dentist,,,Dr. med. dent. Wael Alah Raschi,,,Zahnarzt Wael Alah Raschi,,,,,,https://www.za-alahraschi.de/,,,+49 30 7817815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4227261 52.5417671),Berlin,DE,28,10437,Senefelderstraße,Prenzlauer Berg,dentist,,,dentist,,,Katja Weber;Tom P. Hendel;Jörn Krieger,,,Zahnärzte Prenzlauer Berg,"Mo-Th 08:00-20:00; Fr ""by appointment""",,,,,https://www.zahnaerzte-prenzlauerberg.de/,,,+49 30 4457611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4376516 52.5528283),,,,,,,dentist,,,dentist,,,,,,Hajo Hantel,"Mo, We 12:00-19:00; Tu, Th 08:00-14:00",no,+49 30 9248384,,https://www.zahnarzt-hantel.de/,,,,,,,mail@zahnarzt-hantel.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4146688 52.5572738),Berlin,,87,13189,Berliner Straße,,dentist,,,dentist,,,Oehler & Schmidt,,,Zannaz,Mo 08:00-18:00; Tu 11:00-18:00; We 08:00-19:00; Th 08:00-14:00; Fr 08:00-14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.330399 52.4253217),Berlin,,21,12209,Ferdinandstraße,,dentist,,,dentist,,,,,,Zenker & Partner,"Mo-Fr 08:30-12:30,13:30-18:30",,,,,,,,,,,,,orthodontics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3183713 52.6108679),,,,,,,dentist,,,dentist,,,,,,Zahnarztpraxis Dr. Eichhorst,Mo 10:00-19:00; Tu 12:00-19:00; We-Fr 08:00-13:00; Fr 10:00-17:00; PH closed,,+49 30 40536595,,,,,,,,,,,stomatology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.4820626 52.5162747),Berlin,DE,38,10367,Normannenstraße,Lichtenberg,dentist,,,dentist,,,,,,Dorina Diebow,"Mo 8:00-14:00; Tu, We 11:00-20:00; Th 8:00-14:00; Fr ""nach Vereinbarung""",,,,,,,,+49 30 5532366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT (13.3006995 52.4397217),,,,,,,dentist,,,dentist,,,,,,Zahnklinik Dentalis Lichterfelde,Mo-Fr 07:30-21:00; Sa 08:00-17:00; Su 09:00-14:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
