element,id,amenity,brand,brand:wikidata,brand:wikipedia,compressed_air,fuel:hgv_diesel,fuel:diesel,fuel:e10,fuel:octane_102,fuel:octane_95,man_made,name,opening_hours,surveillance,wheelchair,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,check_date,fuel:ethanol,level,operator,payment:cash,payment:mastercard,payment:visa,phone,website,check_date:opening_hours,fuel:adblue,fuel:biodiesel,fuel:octane_98,shop,car_wash,contact:fax,contact:phone,contact:website,payment:american_express,payment:debit_cards,payment:diners_club,payment:dkv,payment:maestro,payment:uta,payment:v_pay,payment:westfalen_card,self_service,fuel:biogas,fuel:cng,fuel:lpg,kiosk,fuel:gtl_diesel,compressed_air:fee,fax,fuel:gts_diesel,fuel:octane_100,payment:cryptocurrencies,payment:girocard,payment:credit_cards,ref,source,toilets,toilets:wheelchair,changing_table,operator:wikidata,wheelchair:description,covered,fuel:1_50,note,currency:others,fuel:kerosene,payment:coins,payment:notes,currency:eur,access,atm,fuel:e85,fuel:1_25,payment:routex,drink:club_mate,automated,postal_code,internet_access,internet_access:fee,smoking,description,source:opening_hours,name:de,name:en,post_office,post_office:brand,post_office:brand:wikidata,addr:inclusion,layer,car_repair,branch,roof:levels,roof:shape,check_date:compressed_air,contact:email,fuel:heating_oil,start_date,building,fuel:hvo100,payment:esso_card,payment:euroshell,payment:shell_clubsmart,official_name,ref:vatin,fuel:adblue:canister,name:signed,fuel:h35,fuel:h70,payment:h2_mobility_card,source:website,start_date:fuel:h70,lottery,valves,truck_wash,vacuum_cleaner,tenant,opening_hours:signed,building:levels,building:min_level,fuel:lh2,bus,minibus,cash_withdrawal,payment:apple_pay,payment:google_pay,surface,atm:operator,owner,landuse,service:vehicle:car_repair,service:vehicle:inspection,fuel:octane_92,height,wikimedia_commons,payment:h2_delivery,payment:hylane,payment:ryd_pay,start_date:fuel:h35,poi_type,amperage,authentication:short_message,bicycle,capacity,socket:type2,source:delivery_date,voltage,addr:floor,fee,operator:wikipedia,note:de,authentication:membership_card,payment:account_cards,authentication:app,authentication:nfc,motorcar,parking:fee,socket:type2:output,socket:type2:current,socket:type2:voltage,survey:date,hgv,maxstay:conditional,network,payment:paypal,scooter,colour,location,authentication:phone_call,socket:schuko,short_name,charge,payment:sepa,payment:vpay,authentication:none,comment,maxstay,socket:chademo,socket:type2_combo,socket:chademo:output,socket:type2_combo:output,truck,camera:direction,camera:mount,camera:type,highway,surveillance:type,surveillance:zone,ref:eu:evse,noname,output,charging_station:output,description:de,socket:usb,mapillary,socket:tesla_supercharger_ccs,socket:type2_cable,lit,support,fixme,payment:mea,object:city,object:country,object:housenumber,object:postcode,object:street,payment:app,payment:cards,payment:membership_card,payment:qr_code,capacity:motorcar,payment:bank_transfer,socket:tesla_supercharger_ccs:output,socket:type2_cable:output,payment:giro_e,payment:ladekarte,direction,lamp_mount,lamp_type,access:conditional,payment:contactless,small_electric_vehicle,motor_vehicle,parking:left,parking:left:fee,parking:left:maxstay,parking:left:orientation,parking:right,image,manufacturer,payment:nfc,authentication:contactless,socket:type2_combo:current,socket:type2_combo:voltage,bicycle_parking,socket:device:usb_a,socket:device:usb_c,charge:conditional,socket:type1:output,email,panoramax,panoramax:0,panoramax:1,payment:samsung_pay,orientation,indoor,operator:type,not:operator:wikidata,payment:rfid_card,payment:online_payment,payment:prepaid_cards,obstacle:parking,position,serialnumber,material,construction,motorcycle,socket:type1,socket:j3105_1,socket:j3105_1:output,capacity:charging,capacity:bicycle,taxi,socket:unknown,socket:unknown:output,markings,restriction,street:name,capacity:disabled,ref:goingelectric,socket:chademo:current,socket:chademo:voltage,latitude,longitude,data_source,operating_hours,fuel_types,amenities,contact_info,district,neighborhood,neighborhood_id,district_id,address
node,13335986369,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5042289,13.4798209,OSM,,ev_charging,ev_charging,not_provided,Lichtenberg,Rummelsburg,re_ortsteil.1112,11,
node,13336184090,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,Berliner Stadtwerke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q21969102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4610947,13.5191938,OSM,,ev_charging,ev_charging,not_provided,Treptow-Köpenick,Oberschöneweide,re_ortsteil.0909,09,
node,13338157314,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,2025-11-28,,,Berliner Stadtwerke,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,no,2,,,,,yes,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5061088,13.3755109,OSM,,ev_charging,ev_charging,not_provided,Mitte,Tiergarten,re_ortsteil.0104,01,
node,13338453514,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,no,2,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5074321,13.4992143,OSM,,ev_charging,ev_charging,not_provided,Lichtenberg,Rummelsburg,re_ortsteil.1112,11,
node,13338453557,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,Shell Recharge Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q105883058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,52.5101578,13.4999818,OSM,,ev_charging,ev_charging,not_provided,Lichtenberg,Rummelsburg,re_ortsteil.1112,11,
node,13338453558,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,Shell Recharge Solutions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q105883058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,52.5101759,13.4998946,OSM,,ev_charging,ev_charging,not_provided,Lichtenberg,Rummelsburg,re_ortsteil.1112,11,
node,13344311069,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5063887,13.4912261,OSM,,ev_charging,ev_charging,not_provided,Lichtenberg,Rummelsburg,re_ortsteil.1112,11,
node,13344463489,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,Berliner Stadtwerke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5158349,13.4031819,OSM,,ev_charging,ev_charging,not_provided,Mitte,Mitte,re_ortsteil.0101,01,
node,13344592944,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5110001,13.4819902,OSM,,ev_charging,ev_charging,not_provided,Lichtenberg,Lichtenberg,re_ortsteil.1103,11,
node,13344592945,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5110387,13.4820247,OSM,,ev_charging,ev_charging,not_provided,Lichtenberg,Lichtenberg,re_ortsteil.1103,11,
node,13344681195,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,Qwello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5921623,13.330724,OSM,,ev_charging,ev_charging,not_provided,Reinickendorf,Wittenau,re_ortsteil.1209,12,
node,13344691062,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,Qwello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.592136,13.3307926,OSM,,ev_charging,ev_charging,not_provided,Reinickendorf,Wittenau,re_ortsteil.1209,12,
node,13353078478,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,TotalEnergies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5212096,13.4315319,OSM,,ev_charging,ev_charging,not_provided,Friedrichshain-Kreuzberg,Friedrichshain,re_ortsteil.0201,02,
node,13353240585,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,Allego,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q75560554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5048968,13.6167503,OSM,,ev_charging,ev_charging,not_provided,Marzahn-Hellersdorf,Mahlsdorf,re_ortsteil.1004,10,
node,13353240586,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,EWE Go,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q103162514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5041056,13.623408,OSM,,ev_charging,ev_charging,not_provided,Marzahn-Hellersdorf,Mahlsdorf,re_ortsteil.1004,10,
node,13355139170,charging_station,Qwello,,,,,,,,,,unknown gas station,,,,,,,,,,,,,Qwello,,,,,https://qwello.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,Q130302686,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5683094,13.3214201,OSM,,ev_charging,ev_charging,website:https://qwello.de,Reinickendorf,Reinickendorf,re_ortsteil.1201,12,
node,13355139171,charging_station,Qwello,,,,,,,,,,unknown gas station,,,,,,,,,,,,,Qwello,,,,,https://qwello.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,Q130302686,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,11 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.566721,13.3205103,OSM,,ev_charging,ev_charging,website:https://qwello.de,Reinickendorf,Reinickendorf,re_ortsteil.1201,12,
node,13355293851,charging_station,ubitricity,Q113699692,,,,,,,,,ubitricity,,,,,,,,,,,,,ubitricity,,,,,https://ubitricity.com/de/fahrer/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,Q113699692,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,2,,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5632798,13.3449135,OSM,,ev_charging,ev_charging,website:https://ubitricity.com/de/fahrer/,Reinickendorf,Reinickendorf,re_ortsteil.1201,12,
node,13355293852,charging_station,ubitricity,Q113699692,,,,,,,,,ubitricity,,,,,,,,,,,,,ubitricity,,,,,https://ubitricity.com/de/fahrer/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,Q113699692,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,2,,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5644688,13.3449294,OSM,,ev_charging,ev_charging,website:https://ubitricity.com/de/fahrer/,Reinickendorf,Reinickendorf,re_ortsteil.1201,12,
node,13355293853,charging_station,ubitricity,Q113699692,,,,,,,,,ubitricity,,,,,,,,,,,,,ubitricity,,,,,https://ubitricity.com/de/fahrer/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,Q113699692,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,2,,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5650458,13.3412307,OSM,,ev_charging,ev_charging,website:https://ubitricity.com/de/fahrer/,Reinickendorf,Reinickendorf,re_ortsteil.1201,12,
node,13355309056,charging_station,Berliner Stadtwerke,,,,,,,,,,unknown gas station,,,,,,,,,,,,,Berliner Stadtwerke,,,,,https://berlinerstadtwerke.de/oeffentliche-ladeinfrastruktur/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q21969102,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,2,,,,,,,,,,,,,22 kW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5735367,13.2982211,OSM,,ev_charging,ev_charging,website:https://berlinerstadtwerke.de/oeffentliche-ladeinfrastruktur/,Reinickendorf,Tegel,re_ortsteil.1202,12,
node,13360125082,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5118731,13.2765972,OSM,,ev_charging,ev_charging,not_provided,Charlottenburg-Wilmersdorf,Westend,re_ortsteil.0405,04,
node,13360137475,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5119602,13.2765514,OSM,,ev_charging,ev_charging,not_provided,Charlottenburg-Wilmersdorf,Westend,re_ortsteil.0405,04,
node,13362049402,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4847373,13.5196202,OSM,,ev_charging,ev_charging,not_provided,Lichtenberg,Karlshorst,re_ortsteil.1102,11,
node,13363713185,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,52.5149463,13.5042388,OSM,,ev_charging,ev_charging,not_provided,Lichtenberg,Lichtenberg,re_ortsteil.1103,11,
node,13369500461,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5301154,13.4492592,OSM,,ev_charging,ev_charging,not_provided,Pankow,Prenzlauer Berg,re_ortsteil.0301,03,
node,13369861315,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,Berliner Stadtwerke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q21969102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5273193,13.4641596,OSM,,ev_charging,ev_charging,not_provided,Lichtenberg,Fennpfuhl,re_ortsteil.1111,11,
node,13369950178,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,Berliner Stadtwerke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q21969102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5392798,13.444858,OSM,,ev_charging,ev_charging,not_provided,Pankow,Prenzlauer Berg,re_ortsteil.0301,03,
node,13370573067,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.5003661,13.4639104,OSM,,ev_charging,ev_charging,not_provided,Friedrichshain-Kreuzberg,Friedrichshain,re_ortsteil.0201,02,
node,13371621418,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,Vattenfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4131156,13.2984925,OSM,,ev_charging,ev_charging,not_provided,Steglitz-Zehlendorf,Lichterfelde,re_ortsteil.0602,06,
node,13371621419,charging_station,,,,,,,,,,,unknown gas station,,,,,,,,,,,,,Vattenfall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,charging_station,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.4130682,13.2984344,OSM,,ev_charging,ev_charging,not_provided,Steglitz-Zehlendorf,Lichterfelde,re_ortsteil.0602,06,
